Stock,Date,Industry,Open,Close,High,Low,Volume,Adjust Close Price,Daily Value Traded,Beta,RSI,EPS,Total Revenue Quarter,Dividend per share Quarter
HD,3/27/2025,Consumer Discretionary,361.9,362.73,365.21,361.15,3.03658,358.45611,1101.45866,-0.78647,42.80764,6.10905,39704,2.3
HD,3/26/2025,Consumer Discretionary,360.39,362.13,364.73,360.12,3.14137,357.86318,1137.58504,1.20572,42.28225,6.10905,39704,2.3
HD,3/25/2025,Consumer Discretionary,361.53,360.99,363.65,358.54,2.79966,356.73661,1010.64818,2.79687,41.33139,6.10905,39704,2.3
HD,3/24/2025,Consumer Discretionary,354.62,363.77,364.43,354.28,4.02353,359.48385,1463.63842,1.97207,42.93299,6.10905,39704,2.3
HD,3/23/2025,Consumer Discretionary,0,0,0,0,0,347.01255,0,0.87848,31.79152,6.10905,39704,2.3
HD,3/22/2025,Consumer Discretionary,0,0,0,0,0,347.01255,0,0.9801,31.79152,6.10905,39704,2.3
HD,3/21/2025,Consumer Discretionary,352.09,351.15,353.39,346.275,8.20541,347.01255,2881.33078,0.9801,31.79152,6.10905,39704,2.3
HD,3/20/2025,Consumer Discretionary,354.69,355.52,361.7665,352.2,3.39122,351.33106,1205.6476,1.05325,33.92095,6.10905,39704,2.3
HD,3/19/2025,Consumer Discretionary,352,353.42,354.4263,348.985,2.99019,349.2558,1056.7933,1.14492,31.8851,6.10905,39704,2.3
HD,3/18/2025,Consumer Discretionary,353.53,349.57,353.89,347.59,3.00824,345.45116,1051.58976,0.78097,28.11477,6.10905,39704,2.3
HD,3/17/2025,Consumer Discretionary,351.76,354.13,355.55,350.96,3.68146,349.95744,1303.71508,1.75857,29.93727,6.10905,39704,2.3
HD,3/16/2025,Consumer Discretionary,0,0,0,0,0,347.17066,0,1.70449,27.22835,6.10905,39704,2.3
HD,3/15/2025,Consumer Discretionary,0,0,0,0,0,347.17066,0,1.48951,27.22835,6.10905,39704,2.3
HD,3/14/2025,Consumer Discretionary,350.65,351.31,351.39,345.42,5.5107,347.17066,1935.96261,1.48951,27.22835,6.10905,39704,2.3
HD,3/13/2025,Consumer Discretionary,361.91,347.25,362,345.26,7.0624,343.1585,2452.41701,1.85898,23.2618,6.10905,39704,2.3
HD,3/12/2025,Consumer Discretionary,371.97,364.73,372,361.75,3.36804,358.15964,1228.4245,-0.15564,29.74321,6.10905,39704,2.3
HD,3/11/2025,Consumer Discretionary,374.22,368.16,374.93,365.7276,4.01332,361.52785,1477.54389,-0.25066,31.33399,6.10905,39704,2.3
HD,3/10/2025,Consumer Discretionary,377.44,374.65,383.12,372.61,3.71054,367.90094,1390.15456,-0.18632,34.58382,6.10905,39704,2.3
HD,3/9/2025,Consumer Discretionary,0,0,0,0,0,370.01221,0,0.57941,35.72357,6.10905,39704,2.3
HD,3/8/2025,Consumer Discretionary,0,0,0,0,0,370.01221,0,0.72528,35.72357,6.10905,39704,2.3
HD,3/7/2025,Consumer Discretionary,379.5,376.8,380.6502,368.9,4.57428,370.01221,1723.58757,0.72528,35.72357,6.10905,39704,2.3
HD,3/6/2025,Consumer Discretionary,383.5,381.73,387.76,380.73,4.22198,374.8534,1611.65452,1.00143,38.41952,6.10905,39704,2.3
HD,3/5/2025,Consumer Discretionary,379,386.35,387.12,378.01,2.78032,379.39017,1074.17547,1.14271,41.11986,6.10905,39704,2.3
HD,3/4/2025,Consumer Discretionary,386.15,381.68,387.96,378.9,4.38482,374.8043,1673.59924,1.10573,36.96108,6.10905,39704,2.3
HD,3/3/2025,Consumer Discretionary,396.95,389.69,397.07,386.47,3.39755,382.67,1323.99165,0.79236,41.64599,6.10905,39704,2.3
HD,3/2/2025,Consumer Discretionary,0,0,0,0,0,389.45552,0,0.52553,46.35239,6.10905,39704,2.3
HD,3/1/2025,Consumer Discretionary,0,0,0,0,0,389.45552,0,0.33438,46.35239,6.10905,39704,2.3
HD,2/28/2025,Consumer Discretionary,394.42,396.6,396.87,390.2819,4.26392,389.45552,1691.06909,0.33438,46.35239,6.10905,39704,2.3
HD,2/27/2025,Consumer Discretionary,389.91,390.27,395.47,388.325,2.82514,383.23956,1102.56817,0.11625,40.64679,6.10905,39704,2.3
HD,2/26/2025,Consumer Discretionary,395.24,390.48,398.87,388.56,3.87155,383.44577,1511.76245,-3.22646,40.7804,6.10905,39704,2.3
HD,2/25/2025,Consumer Discretionary,385,393.29,401.01,384.19,6.8239,386.20515,2683.77084,2.84025,42.51689,6.10905,39704,2.3
HD,2/24/2025,Consumer Discretionary,386.09,382.42,386.55,378.2,5.72204,375.53097,2188.22215,1.53903,32.13704,6.10905,39704,2.3
HD,2/23/2025,Consumer Discretionary,0,0,0,0,0,378.35909,0,0.40749,33.6311,6.10905,39704,2.3
HD,2/22/2025,Consumer Discretionary,0,0,0,0,0,378.35909,0,0.40749,33.6311,6.10905,39704,2.3
HD,2/21/2025,Consumer Discretionary,396.4,385.3,397.815,383.9,5.28698,378.35909,2037.07185,0.40749,33.6311,6.10905,39704,2.3
HD,2/20/2025,Consumer Discretionary,393,394.64,394.76,391.1,2.70353,387.53083,1066.9195,-2.61366,39.10602,6.10905,39704,2.3
HD,2/19/2025,Consumer Discretionary,397.22,395.43,398.64,392.935,3.78001,388.3066,1494.73094,64.36822,39.6125,6.10905,39704,2.3
HD,2/18/2025,Consumer Discretionary,408.31,403.31,408.87,400.22,3.99403,396.04465,1610.83022,-3.18262,45.01214,6.10905,39704,2.3
HD,2/17/2025,Consumer Discretionary,0,0,0,0,0,402.12314,0,1.91422,49.98177,6.10905,39704,2.3
HD,2/16/2025,Consumer Discretionary,0,0,0,0,0,402.12314,0,2.45669,49.98177,6.10905,39704,2.3
HD,2/15/2025,Consumer Discretionary,0,0,0,0,0,402.12314,0,2.18411,49.98177,6.10905,39704,2.3
HD,2/14/2025,Consumer Discretionary,415,409.5,417.9999,408.5551,3.0044,402.12314,1230.30016,2.18411,49.98177,6.10905,39704,2.3
HD,2/13/2025,Consumer Discretionary,408.71,412.43,412.98,407.49,3.06786,405.00036,1265.27709,2.1852,52.53096,6.10905,39704,2.3
HD,2/12/2025,Consumer Discretionary,408.58,407.14,409.65,402.12,3.3874,399.80565,1379.14644,3.70199,48.0926,6.10905,39704,2.3
HD,2/11/2025,Consumer Discretionary,414,416.36,416.57,412.74,1.44219,408.85956,600.4694,2.03814,56.66768,6.10905,39704,2.3
HD,2/10/2025,Consumer Discretionary,410.64,413.99,414.95,408.7902,2.61758,406.53226,1083.65277,1.80869,54.74152,6.10905,39704,2.3
HD,2/9/2025,Consumer Discretionary,0,0,0,0,0,400.03151,0,1.4881,48.84349,6.10905,39704,2.3
HD,2/8/2025,Consumer Discretionary,0,0,0,0,0,400.03151,0,1.42609,48.84349,6.10905,39704,2.3
HD,2/7/2025,Consumer Discretionary,413.2,407.37,414.2899,406.5,2.53051,400.03151,1030.85182,1.42609,48.84349,6.10905,39704,2.3
HD,2/6/2025,Consumer Discretionary,414.91,414.16,417.79,413,2.02367,406.69919,838.12193,1.07291,55.76491,6.10905,39704,2.3
HD,2/5/2025,Consumer Discretionary,415.15,413.82,415.15,408.14,2.21212,406.36532,915.41743,1.02732,55.47151,6.10905,39704,2.3
HD,2/4/2025,Consumer Discretionary,409.51,411.49,412.58,406.085,2.15077,404.07729,885.02158,0.99688,53.50932,6.10905,39704,2.3
HD,2/3/2025,Consumer Discretionary,406.12,408.76,411.9,401.01,2.89644,401.39647,1183.95045,0.81872,51.16817,6.10905,39704,2.3
HD,2/2/2025,Consumer Discretionary,0,0,0,0,0,404.55846,0,1.17481,54.155,6.10905,39704,2.3
HD,2/1/2025,Consumer Discretionary,0,0,0,0,0,404.55846,0,0.06686,54.155,6.10905,40217,2.25
HD,1/31/2025,Consumer Discretionary,413.17,411.98,416.38,410.32,2.7618,404.55846,1137.80554,0.06686,54.155,6.10905,40217,2.25
HD,1/30/2025,Consumer Discretionary,416.41,414.5,417.3236,411.5192,3.0813,407.03307,1277.20051,0.22807,56.55402,6.10905,40217,2.25
HD,1/29/2025,Consumer Discretionary,420.22,413.42,421.37,411.79,2.3852,405.97252,986.0898,-1.54788,55.77435,6.10905,40217,2.25
HD,1/28/2025,Consumer Discretionary,423.24,418.83,423.24,416.7,2.81865,411.28507,1180.53434,-1.64631,60.85404,6.10905,40217,2.25
HD,1/27/2025,Consumer Discretionary,414.9,424.87,426.1859,414,3.6992,417.21626,1571.67995,-0.82768,67.19885,6.10905,40217,2.25
HD,1/26/2025,Consumer Discretionary,0,0,0,0,0,407.03307,0,-0.8309,60.65965,6.10905,40217,2.25
HD,1/25/2025,Consumer Discretionary,0,0,0,0,0,407.03307,0,-0.8309,60.65965,6.10905,40217,2.25
HD,1/24/2025,Consumer Discretionary,414.09,414.5,415.01,410.755,2.37012,407.03307,982.41308,-0.8309,60.65965,6.10905,40217,2.25
HD,1/23/2025,Consumer Discretionary,411.57,414.39,414.69,408.75,3.84028,406.92505,1591.37156,-36.82915,60.58224,6.10905,40217,2.25
HD,1/22/2025,Consumer Discretionary,417.55,410.1,417.55,409.33,3.58135,402.71233,1468.71205,15.97376,57.55817,6.10905,40217,2.25
HD,1/21/2025,Consumer Discretionary,413,418.43,420.22,413,3.56809,410.89227,1492.99548,-17.96175,66.79808,6.10905,40217,2.25
HD,1/20/2025,Consumer Discretionary,0,0,0,0,0,402.0053,0,-0.64905,60.38195,6.10905,40217,2.25
HD,1/19/2025,Consumer Discretionary,0,0,0,0,0,402.0053,0,1.12969,60.38195,6.10905,40217,2.25
HD,1/18/2025,Consumer Discretionary,0,0,0,0,0,402.0053,0,1.04415,60.38195,6.10905,40217,2.25
HD,1/17/2025,Consumer Discretionary,413.49,409.38,414.45,408.53,3.22896,402.0053,1321.87165,1.04415,60.38195,6.10905,40217,2.25
HD,1/16/2025,Consumer Discretionary,406.27,409.33,410.105,403.916,2.30594,401.9562,943.8896,1.32352,60.34264,6.10905,40217,2.25
HD,1/15/2025,Consumer Discretionary,406.65,406.09,408,401.76,4.58477,398.77457,1861.82884,1.76662,57.8242,6.10905,40217,2.25
HD,1/14/2025,Consumer Discretionary,390.59,392.78,394.2,389.63,3.40517,385.70434,1337.48424,-25.89741,44.3411,6.10905,40217,2.25
HD,1/13/2025,Consumer Discretionary,389.99,389.18,395.86,387.7,3.51294,382.16919,1367.16443,-0.51625,39.48206,6.10905,40217,2.25
HD,1/12/2025,Consumer Discretionary,0,0,0,0,0,382.8664,0,0.04611,40.12354,6.10905,40217,2.25
HD,1/11/2025,Consumer Discretionary,0,0,0,0,0,382.8664,0,0.41022,40.12354,6.10905,40217,2.25
HD,1/10/2025,Consumer Discretionary,388.91,389.89,392.91,384.615,5.32343,382.8664,2075.55251,0.41022,40.12354,6.10905,40217,2.25
HD,1/9/2025,Consumer Discretionary,0,0,0,0,0,380.22486,0,1.65291,36.49348,6.10905,40217,2.25
HD,1/8/2025,Consumer Discretionary,383,387.2,387.69,380.1,2.84846,380.22486,1102.92449,1.02422,36.49348,6.10905,40217,2.25
HD,1/7/2025,Consumer Discretionary,390.9,384.23,391.9,383.1,2.27431,377.30836,873.8589,0.66886,32.28462,6.10905,40217,2.25
HD,1/6/2025,Consumer Discretionary,390.5,389.37,393.99,388.03,3.27467,382.35577,1275.05787,0.1934,36.13295,6.10905,40217,2.25
HD,1/5/2025,Consumer Discretionary,0,0,0,0,0,382.16919,0,0.21701,35.87056,6.10905,40217,2.25
HD,1/4/2025,Consumer Discretionary,0,0,0,0,0,382.16919,0,0.1917,35.87056,6.10905,40217,2.25
HD,1/3/2025,Consumer Discretionary,389.82,389.18,391.01,385.81,2.23239,382.16919,868.80115,0.1917,35.87056,6.10905,40217,2.25
HD,1/2/2025,Consumer Discretionary,392.13,388.46,392.67,386.38,2.41834,381.46216,939.42952,-0.11287,34.92989,6.10905,40217,2.25
HD,1/1/2025,Consumer Discretionary,0,0,0,0,0,381.98261,0,1.18434,35.28365,6.10905,40217,2.25
HD,12/31/2024,Consumer Discretionary,390.01,388.99,391.46,387.3,2.17967,381.98261,847.87022,0.90806,35.28365,6.10905,40217,2.25
HD,12/30/2024,Consumer Discretionary,390.53,389.43,391.21,385.68,2.44486,382.41469,952.10105,-8.36584,35.56129,6.10905,40217,2.25
HD,12/29/2024,Consumer Discretionary,0,0,0,0,0,385.7829,0,0.30472,37.7092,6.10905,40217,2.25
HD,12/28/2024,Consumer Discretionary,0,0,0,0,0,385.7829,0,0.69102,37.7092,6.10905,40217,2.25
HD,12/27/2024,Consumer Discretionary,392.14,392.86,395.47,391.37,1.94268,385.7829,763.20166,0.69102,37.7092,6.10905,40217,2.25
HD,12/26/2024,Consumer Discretionary,392.52,395.14,395.78,391.62,1.32122,388.02183,522.06608,1.04199,39.16951,6.10905,40217,2.25
HD,12/25/2024,Consumer Discretionary,0,0,0,0,0,389.00381,0,2.60667,39.79717,6.10905,40217,2.25
HD,12/24/2024,Consumer Discretionary,392.13,396.14,396.14,390.5,1.39263,389.00381,551.67605,3.96475,39.79717,6.10905,40217,2.25
HD,12/23/2024,Consumer Discretionary,391.1,392.45,393.24,387.03,2.43401,385.38028,955.22605,3.42922,36.29962,6.10905,40217,2.25
HD,12/22/2024,Consumer Discretionary,0,0,0,0,0,385.52758,0,1.20731,36.3794,6.10905,40217,2.25
HD,12/21/2024,Consumer Discretionary,0,0,0,0,0,385.52758,0,1.21689,36.3794,6.10905,40217,2.25
HD,12/20/2024,Consumer Discretionary,383.37,392.6,393.2872,383.05,8.04636,385.52758,3159.00211,1.21689,36.3794,6.10905,40217,2.25
HD,12/19/2024,Consumer Discretionary,394.74,385.02,395.14,384.89,4.57615,378.08413,1761.90812,0.75121,29.06396,6.10905,40217,2.25
HD,12/18/2024,Consumer Discretionary,407,393.82,410.71,393.38,4.22552,386.7256,1664.09586,0.76724,33.17642,6.10905,40217,2.25
HD,12/17/2024,Consumer Discretionary,410,408.47,410.4,406.23,3.72682,401.11169,1522.29417,-1.24783,42.46495,6.10905,40217,2.25
HD,12/16/2024,Consumer Discretionary,417.85,410.71,418.48,410.69,2.87962,403.31134,1182.68832,0.42614,44.22283,6.10905,40217,2.25
HD,12/15/2024,Consumer Discretionary,0,0,0,0,0,409.46839,0,0.83289,49.55469,6.10905,40217,2.25
HD,12/14/2024,Consumer Discretionary,0,0,0,0,0,409.46839,0,1.04713,49.55469,6.10905,40217,2.25
HD,12/13/2024,Consumer Discretionary,415.77,416.98,418.14,414.18,2.64985,409.46839,1104.9357,1.04713,49.55469,6.10905,40217,2.25
HD,12/12/2024,Consumer Discretionary,421.43,414.42,422.75,413.18,3.67361,406.95451,1522.41829,1.04141,47.13833,6.10905,40217,2.25
HD,12/11/2024,Consumer Discretionary,425.23,421.38,428,421.26,4.2112,413.78913,1774.51461,0.40737,53.6228,6.10905,40217,2.25
HD,12/10/2024,Consumer Discretionary,426.9,422.59,427.31,421.41,3.35487,414.97733,1417.73578,2.22248,54.84065,6.10905,40217,2.25
HD,12/9/2024,Consumer Discretionary,432.35,429.18,436.36,428.03,3.42599,421.44862,1470.36553,1.90318,61.95687,6.10905,40217,2.25
HD,12/8/2024,Consumer Discretionary,0,0,0,0,0,423.59917,0,0.11212,64.54126,6.10905,40217,2.25
HD,12/7/2024,Consumer Discretionary,0,0,0,0,0,423.59917,0,-0.05325,64.54126,6.10905,40217,2.25
HD,12/6/2024,Consumer Discretionary,428.7,431.37,435.75,427.01,3.16171,423.59917,1363.86469,-0.05325,64.54126,6.10905,40217,2.25
HD,12/5/2024,Consumer Discretionary,426.6,426.54,429.7594,425.88,2.52353,418.85618,1076.38563,-0.30495,61.22925,6.10905,40217,2.25
HD,12/4/2024,Consumer Discretionary,426.41,427.92,428.83,425.5,1.96902,420.21132,842.58261,-1.34593,62.78512,6.10905,40217,2.25
HD,12/3/2024,Consumer Discretionary,429.73,429.35,430.68,423.32,2.71399,421.61556,1165.24946,-5.34165,64.35871,6.10905,40217,2.25
HD,12/2/2024,Consumer Discretionary,429,426.96,430.4,423.155,2.6172,419.26861,1117.43886,3.03556,62.91628,6.10905,40217,2.25
HD,12/1/2024,Consumer Discretionary,0,0,0,0,0,421.39952,0,1.05897,65.13887,6.10905,40217,2.25
HD,11/30/2024,Consumer Discretionary,0,0,0,0,0,421.39952,0,0.91494,65.13887,6.10905,40217,2.25
HD,11/29/2024,Consumer Discretionary,428.56,429.13,431,427.54,2.02871,421.39952,870.58204,0.91494,65.13887,6.10905,40217,2.25
HD,11/28/2024,Consumer Discretionary,0,0,0,0,0,419.49447,0,0.77768,64.08564,6.10905,40217,2.25
HD,11/27/2024,Consumer Discretionary,428.6,427.19,430.1,425.96,2.29345,419.49447,979.74019,1.36904,64.08564,6.10905,40217,2.25
HD,11/26/2024,Consumer Discretionary,428.6,429.52,439.37,424.695,2.7586,419.57303,1184.87258,-7.72209,66.32023,6.10905,40217,2.25
HD,11/25/2024,Consumer Discretionary,425,428.67,430.25,424.46,4.54423,418.74271,1947.97636,2.1182,65.91766,6.10905,40217,2.25
HD,11/24/2024,Consumer Discretionary,0,0,0,0,0,410.27349,0,8.49794,61.56655,6.10905,40217,2.25
HD,11/23/2024,Consumer Discretionary,0,0,0,0,0,410.27349,0,7.08136,61.56655,6.10905,40217,2.25
HD,11/22/2024,Consumer Discretionary,412.09,420,420.14,410.95,4.9325,410.27349,2071.65042,7.08136,61.56655,6.10905,40217,2.25
HD,11/21/2024,Consumer Discretionary,401.33,410.45,411.39,400.38,3.72259,400.94466,1527.93542,6.71672,55.79426,6.10905,40217,2.25
HD,11/20/2024,Consumer Discretionary,406,400,406.7,399.92,4.7322,390.73666,1892.878,3.81004,47.8334,6.10905,40217,2.25
HD,11/19/2024,Consumer Discretionary,408.38,406.8,409.16,399.36,3.23936,397.37918,1317.77002,-0.45241,53.67393,6.10905,40217,2.25
HD,11/18/2024,Consumer Discretionary,405.5,410.44,412.54,403.95,3.39438,400.93489,1393.18728,0.07538,57.14198,6.10905,40217,2.25
HD,11/17/2024,Consumer Discretionary,0,0,0,0,0,398.72722,0,0.78703,55.48368,6.10905,40217,2.25
HD,11/16/2024,Consumer Discretionary,0,0,0,0,0,398.72722,0,0.27289,55.48368,6.10905,40217,2.25
HD,11/15/2024,Consumer Discretionary,402.9,408.18,408.91,402.9,3.23955,398.72722,1322.31748,0.27289,55.48368,6.10905,40217,2.25
HD,11/14/2024,Consumer Discretionary,408,405.72,411.5,404.39,3.34806,396.32419,1358.37328,4.53415,53.67185,6.10905,40217,2.25
HD,11/13/2024,Consumer Discretionary,409.13,410.19,412.7399,406.7201,3.08311,400.69068,1264.65884,6.2794,57.62943,6.10905,40217,2.25
HD,11/12/2024,Consumer Discretionary,414.25,403.08,416.02,402.19,5.64711,393.74533,2276.23589,4.38174,52.45095,6.10905,40217,2.25
HD,11/11/2024,Consumer Discretionary,407.77,408.29,411.6,405.825,4.07153,398.83468,1662.36621,3.49228,57.20849,6.10905,40217,2.25
HD,11/10/2024,Consumer Discretionary,0,0,0,0,0,396.50003,0,-2.46842,55.4887,6.10905,40217,2.25
HD,11/9/2024,Consumer Discretionary,0,0,0,0,0,396.50003,0,-2.4665,55.4887,6.10905,40217,2.25
HD,11/8/2024,Consumer Discretionary,404,405.9,406.4,402.3001,3.4487,396.50003,1399.82692,-2.4665,55.4887,6.10905,40217,2.25
HD,11/7/2024,Consumer Discretionary,391,399.44,399.76,390.8,4.32307,390.18963,1726.80708,-3.21196,50.49508,6.10905,40217,2.25
HD,11/6/2024,Consumer Discretionary,394.04,388.37,394.04,381.72,7.13337,379.37599,2770.38574,-1.27144,39.73725,6.10905,40217,2.25
HD,11/5/2024,Consumer Discretionary,394.97,400.09,400.23,393.8601,2.49649,390.82458,998.82028,0.29995,50.5328,6.10905,40217,2.25
HD,11/4/2024,Consumer Discretionary,391.95,395.57,400.48,391.07,2.69088,386.40925,1064.43022,-0.17267,45.20138,6.10905,40217,2.25
HD,11/3/2024,Consumer Discretionary,0,0,0,0,0,383.49826,0,-0.32174,41.3303,6.10905,40217,2.25
HD,11/2/2024,Consumer Discretionary,0,0,0,0,0,383.49826,0,-0.59293,41.3303,6.10905,40217,2.25
HD,11/1/2024,Consumer Discretionary,394.8,392.59,398.71,392.01,3.27797,383.49826,1286.89981,-0.59293,41.3303,6.10905,40217,2.25
HD,10/31/2024,Consumer Discretionary,390.5,393.75,395.67,390.5,2.51864,384.6314,991.71332,-0.99793,42.41328,6.10905,40217,2.25
HD,10/30/2024,Consumer Discretionary,395,392.52,397.69,391.94,2.79561,383.42988,1097.33245,1.06567,40.88821,6.10905,40217,2.25
HD,10/29/2024,Consumer Discretionary,393.94,395.07,399.105,389.05,3.82268,385.92083,1510.22579,5.08084,43.08476,6.10905,40217,2.25
HD,10/28/2024,Consumer Discretionary,403.45,402.89,405.8399,401.95,2.58653,393.55973,1042.08667,6.67544,50.86609,6.10905,40217,2.25
HD,10/27/2024,Consumer Discretionary,0,0,0,0,0,389.6719,0,0.72923,46.28098,6.10905,40217,2.25
HD,10/26/2024,Consumer Discretionary,0,0,0,0,0,389.6719,0,0.52513,46.28098,6.10905,43175,2.25
HD,10/25/2024,Consumer Discretionary,403.52,398.91,403.52,397.83,1.94143,389.6719,774.45425,0.52513,46.28098,6.10905,43175,2.25
HD,10/24/2024,Consumer Discretionary,402.29,402.68,404.2,398.088,2.55028,393.3546,1026.94715,0.70116,50.41946,6.10905,43175,2.25
HD,10/23/2024,Consumer Discretionary,400.56,399.64,404.2799,396.69,3.15921,390.385,1262.54549,-1.12798,46.86155,6.10905,43175,2.25
HD,10/22/2024,Consumer Discretionary,398.5,401.85,402.95,396.21,4.48665,392.54382,1802.96191,3.04466,49.24716,6.10905,43175,2.25
HD,10/21/2024,Consumer Discretionary,416.07,406.4,416.555,404.371,3.69953,396.98845,1503.48777,2.95323,54.55679,6.10905,43175,2.25
HD,10/20/2024,Consumer Discretionary,0,0,0,0,0,405.38929,0,2.43347,67.28995,6.10905,43175,2.25
HD,10/19/2024,Consumer Discretionary,0,0,0,0,0,405.38929,0,0.28192,67.28995,6.10905,43175,2.25
HD,10/18/2024,Consumer Discretionary,416.65,415,416.66,413.24,2.43673,405.38929,1011.24088,0.28192,67.28995,6.10905,43175,2.25
HD,10/17/2024,Consumer Discretionary,418.61,415.6,419,414.5607,2.01382,405.97539,836.94318,0.42968,68.323,6.10905,43175,2.25
HD,10/16/2024,Consumer Discretionary,413.87,418.61,418.74,413.87,2.42904,408.91568,1016.81918,0.5412,73.58554,6.10905,43175,2.25
HD,10/15/2024,Consumer Discretionary,417.95,415.58,421.56,415.02,3.69303,405.95585,1534.75107,0.44977,71.5362,6.10905,43175,2.25
HD,10/14/2024,Consumer Discretionary,411.48,415.42,416.42,411.304,2.08868,405.79956,867.67986,2.38068,71.42751,6.10905,43175,2.25
HD,10/13/2024,Consumer Discretionary,0,0,0,0,0,402.36108,0,2.20759,69.00994,6.10905,43175,2.25
HD,10/12/2024,Consumer Discretionary,0,0,0,0,0,402.36108,0,2.41479,69.00994,6.10905,43175,2.25
HD,10/11/2024,Consumer Discretionary,410.56,411.9,413.14,408.84,2.71743,402.36108,1119.30983,2.41479,69.00994,6.10905,43175,2.25
HD,10/10/2024,Consumer Discretionary,409.72,409.96,414.48,407.63,3.04079,400.466,1246.60391,2.41086,67.60728,6.10905,43175,2.25
HD,10/9/2024,Consumer Discretionary,420,416.07,420.03,410.75,3.6278,406.43451,1509.41875,0.63714,77.92166,6.10905,43175,2.25
HD,10/8/2024,Consumer Discretionary,409.8,414.18,415.29,408.44,3.69389,404.58827,1529.93412,0.26263,76.90982,6.10905,43175,2.25
HD,10/7/2024,Consumer Discretionary,404.89,408.06,409.8099,401.24,3.26781,398.61,1333.46337,-0.40598,73.21944,6.10905,43175,2.25
HD,10/6/2024,Consumer Discretionary,0,0,0,0,0,398.90306,0,-1.02705,73.75601,6.10905,43175,2.25
HD,10/5/2024,Consumer Discretionary,0,0,0,0,0,398.90306,0,-0.91885,73.75601,6.10905,43175,2.25
HD,10/4/2024,Consumer Discretionary,410.07,408.36,411.82,399.4501,3.98961,398.90306,1629.19551,-0.91885,73.75601,6.10905,43175,2.25
HD,10/3/2024,Consumer Discretionary,409,411.58,412.97,406.8,3.32068,402.04849,1366.7263,-0.64154,79.56748,6.10905,43175,2.25
HD,10/2/2024,Consumer Discretionary,407.7,411.26,411.46,404.96,3.43126,401.7359,1411.14163,0.20963,79.41782,6.10905,43175,2.25
HD,10/1/2024,Consumer Discretionary,404.02,409.05,410.56,401.41,3.47619,399.57708,1421.93593,0.29811,78.40342,6.10905,43175,2.25
HD,9/30/2024,Consumer Discretionary,400.2,405.2,405.31,399.02,3.44436,395.81624,1395.65548,0.01517,76.53244,6.10905,43175,2.25
HD,9/29/2024,Consumer Discretionary,0,0,0,0,0,390.27754,0,0.32774,73.37848,6.10905,43175,2.25
HD,9/28/2024,Consumer Discretionary,0,0,0,0,0,390.27754,0,1.8263,73.37848,6.10905,43175,2.25
HD,9/27/2024,Consumer Discretionary,399.65,399.53,403.5437,398.31,2.45225,390.27754,979.74904,1.8263,73.37848,6.16067,43175,2.25
HD,9/26/2024,Consumer Discretionary,399.5,396.7,400,395.49,2.84954,387.51308,1130.41093,2.74678,71.61012,6.16067,43175,2.25
HD,9/25/2024,Consumer Discretionary,400.66,396.93,400.66,395.62,2.78749,387.73776,1106.43801,4.91027,71.97091,6.16067,43175,2.25
HD,9/24/2024,Consumer Discretionary,394.7,400.66,401.11,393.63,4.05769,391.38138,1625.75488,3.07724,77.87968,6.16067,43175,2.25
HD,9/23/2024,Consumer Discretionary,390.83,391.96,392.6499,387.26,2.50247,382.88285,980.86775,0.90117,73.09572,6.16067,43175,2.25
HD,9/22/2024,Consumer Discretionary,0,0,0,0,0,380.83149,0,0.8221,71.72512,6.16067,43175,2.25
HD,9/21/2024,Consumer Discretionary,0,0,0,0,0,380.83149,0,0.81588,71.72512,6.16067,43175,2.25
HD,9/20/2024,Consumer Discretionary,388.33,389.86,391.83,387,6.58441,380.83149,2566.9973,0.81588,71.72512,6.16067,43175,2.25
HD,9/19/2024,Consumer Discretionary,390.84,390.34,391.87,387.01,3.75355,381.30037,1465.16032,0.74996,72.50913,6.16067,43175,2.25
HD,9/18/2024,Consumer Discretionary,384.09,384.01,392.67,381.07,3.54937,375.11696,1362.99242,0.69574,68.26075,6.16067,43175,2.25
HD,9/17/2024,Consumer Discretionary,383.43,383.24,387.94,381.68,2.94757,374.36479,1129.62826,2.2721,67.69688,6.16067,43175,2.25
HD,9/16/2024,Consumer Discretionary,382,382.01,384,379.53,2.87793,373.16328,1099.3988,1.05673,66.82258,6.16067,43175,2.25
HD,9/15/2024,Consumer Discretionary,0,0,0,0,0,371.19006,0,-3.07225,65.39427,6.16067,43175,2.25
HD,9/14/2024,Consumer Discretionary,0,0,0,0,0,371.19006,0,-2.63316,65.39427,6.16067,43175,2.25
HD,9/13/2024,Consumer Discretionary,375.56,379.99,382,375.51,2.5147,371.19006,955.56047,-2.63316,65.39427,6.16067,43175,2.25
HD,9/12/2024,Consumer Discretionary,371.94,374.43,374.99,370.56,2.3683,365.75882,886.76332,-2.53803,61.11577,6.16067,43175,2.25
HD,9/11/2024,Consumer Discretionary,369.55,370.49,371.21,362.14,2.93769,361.91006,1088.3844,-0.87187,57.67222,6.16067,43175,2.25
HD,9/10/2024,Consumer Discretionary,365.7,370.87,371.56,362.48,2.7874,362.28126,1033.76341,0.74694,58.13328,6.16067,43175,2.25
HD,9/9/2024,Consumer Discretionary,362.76,365.52,366.16,360.03,2.74759,357.05516,1004.29837,0.70291,53.24688,6.16067,43175,2.25
HD,9/8/2024,Consumer Discretionary,0,0,0,0,0,351.71184,0,0.1028,47.42069,6.16067,43175,2.25
